Design smell,Namespace,Class,File,Cause
Imperative Abstraction,SePSX,CommonCmdletBase,F:\newReposMay17\apetrovskiy_STUPS\SePSX\SePSX40\..\SePSX\Helpers\Inheritance\CommonCmdletBase.cs,The tool detected the smell in this class because it looks like that an operation is turned into a class. This class contains only the following public method: WriteObject
Unutilized Abstraction,SePSX,CsLanguage,F:\newReposMay17\apetrovskiy_STUPS\SePSX\SePSX40\..\SePSX\Helpers\Recording\CSLanguage.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Duplicate Abstraction,SePSX,IJsRecorder,F:\newReposMay17\apetrovskiy_STUPS\SePSX\SePSX40\..\SePSX\Helpers\Recording\IJSRecorder.cs,The tool detected the smell in this class because a set of code clones has been found and at least one of the clones found in this class. List of code clones with start and end line numbers are: IJsRecorder[14' 38]' JsRecorder[15' 39]
Unutilized Abstraction,SePSX,JavaLanguage,F:\newReposMay17\apetrovskiy_STUPS\SePSX\SePSX40\..\SePSX\Helpers\Recording\JavaLanguage.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unutilized Abstraction,SePSX,PsLanguage,F:\newReposMay17\apetrovskiy_STUPS\SePSX\SePSX40\..\SePSX\Helpers\Recording\PSLanguage.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Imperative Abstraction,SePSX,Recorder,F:\newReposMay17\apetrovskiy_STUPS\SePSX\SePSX40\..\SePSX\Helpers\Recording\Recorder.cs,The tool detected the smell in this class because it looks like that an operation is turned into a class. This class contains only the following public method: RecordActions
Unutilized Abstraction,SePSX,WebDriverModule,F:\newReposMay17\apetrovskiy_STUPS\SePSX\SePSX40\..\SePSX\Helpers\UnderlyingCode\Autofac\WebDriverModule.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unutilized Abstraction,SePSX,SeStartChromeCommand,F:\newReposMay17\apetrovskiy_STUPS\SePSX\SePSX40\..\SePSX\Helpers\UnderlyingCode\Commands\Driver\SeStartChromeCommand.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unutilized Abstraction,SePSX,SeStartFirefoxCommand,F:\newReposMay17\apetrovskiy_STUPS\SePSX\SePSX40\..\SePSX\Helpers\UnderlyingCode\Commands\Driver\SeStartFirefoxCommand.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unutilized Abstraction,SePSX,SeStartInternetExplorer32Command,F:\newReposMay17\apetrovskiy_STUPS\SePSX\SePSX40\..\SePSX\Helpers\UnderlyingCode\Commands\Driver\SeStartInternetExplorer32Command.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unutilized Abstraction,SePSX,SeStartInternetExplorer64Command,F:\newReposMay17\apetrovskiy_STUPS\SePSX\SePSX40\..\SePSX\Helpers\UnderlyingCode\Commands\Driver\SeStartInternetExplorer64Command.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unutilized Abstraction,SePSX,SeStartOperaCommand,F:\newReposMay17\apetrovskiy_STUPS\SePSX\SePSX40\..\SePSX\Helpers\UnderlyingCode\Commands\Driver\SeStartOperaCommand.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unutilized Abstraction,SePSX,SeStartSafariCommand,F:\newReposMay17\apetrovskiy_STUPS\SePSX\SePSX40\..\SePSX\Helpers\UnderlyingCode\Commands\Driver\SeStartSafariCommand.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unutilized Abstraction,SePSX,SeStopWebDriverCommand,F:\newReposMay17\apetrovskiy_STUPS\SePSX\SePSX40\..\SePSX\Helpers\UnderlyingCode\Commands\Driver\SeStopWebDriverCommand.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unnecessary Abstraction,SePSX,ISearchHistory,F:\newReposMay17\apetrovskiy_STUPS\SePSX\SePSX40\..\SePSX\Helpers\UnderlyingCode\Decorators\ISearchHistory.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: ByType' ByValue' PositionInResult
Unutilized Abstraction,SePSX,WebElementsFrom,F:\newReposMay17\apetrovskiy_STUPS\SePSX\SePSX40\..\SePSX\Helpers\UnderlyingCode\Enums.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unutilized Abstraction,SePSX,DriverServerConstructorOptions,F:\newReposMay17\apetrovskiy_STUPS\SePSX\SePSX40\..\SePSX\Helpers\UnderlyingCode\Enums.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
